Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Listed?,Status,Rank,Year,Relative Age
Andrew Gn,Premium,17,8,1956,68,68,50 to 100 Years,1,Existing,19,2022,66
Anna Sui,Contemporary,19,5,1981,43,43,20 to 50 Years,1,Existing,20,2022,41
Aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,1,Existing,21,2022,28
Aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,1,Existing,22,2022,16
Attico,Contemporary,6,6,2016,8,8,5 to 10 Years,1,Existing,23,2022,6
Badgley Mischka,Contemporary,15,14,1988,36,36,20 to 50 Years,1,Existing,24,2022,34
Bailey 44,Contemporary,12,12,2006,18,18,10 to 20 Years,1,Existing,25,2022,16
Balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,1,Existing,26,2022,105
Bally,Premium,2,2,1997,27,27,20 to 50 Years,1,Existing,27,2022,25
Balmain,Luxury,12,11,1945,79,79,50 to 100 Years,1,Existing,28,2022,77
Beyond Yoga,Contemporary,6,6,2006,18,18,10 to 20 Years,1,Existing,29,2022,16
Birkenstock,Contemporary,2,2,1774,250,250,Over 200 Years,1,Existing,30,2022,248
Black Halo,Contemporary,15,14,2002,22,22,20 to 50 Years,1,Existing,31,2022,20
Blanc Noir,Contemporary,6,6,2013,11,11,10 to 20 Years,1,Existing,32,2022,9
Bogner,Contemporary,16,9,1932,92,92,50 to 100 Years,1,Existing,33,2022,90
Bottega Veneta,Luxury,19,19,1966,58,58,50 to 100 Years,1,Existing,34,2022,56
Brandon Maxwell,Premium,7,7,1994,30,30,20 to 50 Years,1,Existing,35,2022,28
Brunello Cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,1,Existing,36,2022,44
Burberry,Luxury,19,19,1856,168,168,100 to 200 Years,1,Existing,37,2022,166
By Far,Contemporary,3,3,2016,8,8,5 to 10 Years,1,Existing,38,2022,6
Camilla,Contemporary,11,10,2004,20,20,10 to 20 Years,1,Existing,39,2022,18
Canada Goose,Contemporary,9,9,1957,67,67,50 to 100 Years,1,Existing,40,2022,65
Carolina Herrera,Luxury,16,16,1980,44,44,20 to 50 Years,1,Existing,41,2022,42
Chanel,Luxury,6,6,1910,114,114,100 to 200 Years,1,Existing,42,2022,112
Chiara Boni La Petite Robe,Contemporary,6,6,2007,17,17,10 to 20 Years,1,Existing,43,2022,15
Chloe,Luxury,19,19,1952,72,72,50 to 100 Years,1,Existing,44,2022,70
Christian Louboutin,Luxury,19,19,1991,33,33,20 to 50 Years,1,Existing,45,2022,31
Cinq à Sept,Contemporary,6,6,2016,8,8,5 to 10 Years,1,Existing,46,2022,6
Cult Gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,1,Existing,47,2022,10
Cynthia Rowley,Contemporary,4,4,1988,36,36,20 to 50 Years,1,Existing,48,2022,34
Derek Lam 10 Crosby,Contemporary,8,8,2011,13,13,10 to 20 Years,1,Existing,49,2022,11
Diane Von Furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,1,Existing,50,2022,50
Dolce & Gabbana,Luxury,19,19,1985,39,39,20 to 50 Years,1,Existing,51,2022,37
Dries Van Noten,Premium,6,6,2003,21,21,20 to 50 Years,1,Existing,52,2022,19
Eileen Fisher,Contemporary,19,19,1984,40,40,20 to 50 Years,1,Existing,53,2022,38
Emilio Pucci,Luxury,19,19,1947,77,77,50 to 100 Years,1,Existing,54,2022,75
Emporio Armani,Contemporary,5,5,1975,49,49,20 to 50 Years,1,Existing,55,2022,47
Equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,1,Existing,56,2022,46
Erdem,Premium,13,13,1968,56,56,50 to 100 Years,1,Existing,57,2022,54
Eskandar,Premium,19,17,2001,23,23,20 to 50 Years,1,Existing,58,2022,21
Etro,Luxury,19,19,1968,56,56,50 to 100 Years,1,Existing,59,2022,54
Farm Rio,Contemporary,3,3,1997,27,27,20 to 50 Years,1,Existing,60,2022,25
Fendi,Luxury,19,19,1925,99,99,50 to 100 Years,1,Existing,61,2022,97
Fleurette,Contemporary,6,5,1949,75,75,50 to 100 Years,1,Existing,62,2022,73
Frame,Contemporary,9,8,2012,12,12,10 to 20 Years,1,Existing,63,2022,10
Fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,1,Existing,64,2022,68
Gabriela Hearst,Luxury,5,5,2015,9,9,5 to 10 Years,1,Existing,65,2022,7
Galvan,Contemporary,6,6,2014,10,10,5 to 10 Years,1,Existing,66,2022,8
Ganni,Contemporary,2,2,2000,24,24,20 to 50 Years,1,Existing,67,2022,22
Giambattista Valli,Luxury,12,7,2005,19,19,10 to 20 Years,1,Existing,68,2022,17
Gianvito Rossi,Premium,10,10,1963,61,61,50 to 100 Years,1,Existing,69,2022,59
Giorgio Armani,Luxury,17,17,1975,49,49,20 to 50 Years,1,Existing,70,2022,47
Giuseppe Zanotti,Premium,19,19,1994,30,30,20 to 50 Years,1,Existing,71,2022,28
Givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,1,Existing,72,2022,70
Gorski,Contemporary,7,7,1984,40,40,20 to 50 Years,1,Existing,73,2022,38
Halston,Contemporary,14,4,1962,62,62,50 to 100 Years,1,Existing,74,2022,60
Helmut Lang,Contemporary,13,13,1986,38,38,20 to 50 Years,1,Existing,75,2022,36
Herno,Contemporary,5,5,1948,76,76,50 to 100 Years,1,Existing,76,2022,74
Herve Leger,Contemporary,13,13,1985,39,39,20 to 50 Years,1,Existing,77,2022,37
Hudson,Contemporary,14,14,2002,22,22,20 to 50 Years,1,Existing,78,2022,20
Huishan Zhang,Premium,3,3,2006,18,18,10 to 20 Years,1,Existing,79,2022,16
Inuikii,Contemporary,2,2,2012,12,12,10 to 20 Years,1,Existing,80,2022,10
Iro,Contemporary,9,9,2004,20,20,10 to 20 Years,1,Existing,81,2022,18
Isabel Marant,Premium,7,7,1984,40,40,20 to 50 Years,1,Existing,82,2022,38
Jason Wu,Premium,13,11,2003,21,21,20 to 50 Years,1,Existing,83,2022,19
Jason Wu Collection,Premium,3,3,2018,6,6,5 to 10 Years,1,Existing,84,2022,4
Jenny Packham,Contemporary,9,9,1988,36,36,20 to 50 Years,1,Existing,85,2022,34
Jil Sander,Premium,14,12,1998,26,26,20 to 50 Years,1,Existing,86,2022,24
Jimmy Choo,Luxury,16,16,1996,28,28,20 to 50 Years,1,Existing,87,2022,26
Joe'S Jeans,Contemporary,10,10,2001,23,23,20 to 50 Years,1,Existing,88,2022,21
Johanna Ortiz,Premium,6,6,1960,64,64,50 to 100 Years,1,Existing,89,2022,62
Johnny Was,Contemporary,15,15,1987,37,37,20 to 50 Years,1,Existing,90,2022,35
Jonathan Simkhai,Contemporary,9,9,2010,14,14,10 to 20 Years,1,Existing,91,2022,12
Jovani,Contemporary,8,8,1983,41,41,20 to 50 Years,1,Existing,92,2022,39
Just Cavalli,Contemporary,19,16,1998,26,26,20 to 50 Years,1,Existing,93,2022,24
Jw Anderson,Premium,2,2,1999,25,25,20 to 50 Years,1,Existing,94,2022,23
Kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,1,Existing,95,2022,52
Khaite,Luxury,3,3,2016,8,8,5 to 10 Years,1,Existing,96,2022,6
Kobi Halperin,Contemporary,7,7,2015,9,9,5 to 10 Years,1,Existing,97,2022,7
L'Agence,Contemporary,10,8,2008,16,16,10 to 20 Years,1,Existing,98,2022,14
La Perla,Contemporary,18,18,1954,70,70,50 to 100 Years,1,Existing,99,2022,68
Lafayette 148 New York,Contemporary,17,17,1996,28,28,20 to 50 Years,1,Existing,100,2022,26
Lamarque,Contemporary,8,6,2011,13,13,10 to 20 Years,1,Existing,101,2022,11
Lela Rose,Contemporary,16,16,1998,26,26,20 to 50 Years,1,Existing,102,2022,24
Likely,Contemporary,6,6,2016,8,8,5 to 10 Years,1,Existing,103,2022,6
Loewe,Premium,9,9,1996,28,28,20 to 50 Years,1,Existing,104,2022,26
Loro Piana,Luxury,17,17,1924,100,100,50 to 100 Years,1,Existing,105,2022,98
Louis Vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,1,Existing,106,2022,168
Loveshackfancy,Contemporary,8,8,2013,11,11,10 to 20 Years,1,Existing,107,2022,9
Mackage,Contemporary,13,7,1999,25,25,20 to 50 Years,1,Existing,108,2022,23
Maison Margiela,Premium,8,7,2015,9,9,5 to 10 Years,1,Existing,109,2022,7
Malone Souliers,Contemporary,4,4,2014,10,10,5 to 10 Years,1,Existing,110,2022,8
Manolo Blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,1,Existing,111,2022,52
Manu Atelier,Contemporary,2,2,2014,10,10,5 to 10 Years,1,Existing,112,2022,8
Mara Hoffman,Contemporary,11,11,2000,24,24,20 to 50 Years,1,Existing,113,2022,22
Marc Jacobs,Premium,19,18,1984,40,40,20 to 50 Years,1,Existing,114,2022,38
Marchesa,Premium,17,13,2005,19,19,10 to 20 Years,1,Existing,115,2022,17
Marchesa Notte,Contemporary,8,8,2004,20,20,10 to 20 Years,1,Existing,116,2022,18
Marni,Premium,10,10,2011,13,13,10 to 20 Years,1,Existing,117,2022,11
Maticevski,Premium,2,2,2012,12,12,10 to 20 Years,1,Existing,118,2022,10
Max Mara,Contemporary,2,2,1951,73,73,50 to 100 Years,1,Existing,119,2022,71
Melissa Odabash,Contemporary,14,6,1995,29,29,20 to 50 Years,1,Existing,120,2022,27
Michael Kors Collection,Contemporary,7,7,1981,43,43,20 to 50 Years,1,Existing,121,2022,41
Michael Michael Kors,Contemporary,12,12,2004,20,20,10 to 20 Years,1,Existing,122,2022,18
Milly,Contemporary,19,19,2001,23,23,20 to 50 Years,1,Existing,123,2022,21
Misa Los Angeles,Contemporary,7,7,2015,9,9,5 to 10 Years,1,Existing,124,2022,7
Missoni,Luxury,18,18,1953,71,71,50 to 100 Years,1,Existing,125,2022,69
Ml Monique Lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,1,Existing,126,2022,26
Moncler,Luxury,13,13,1952,72,72,50 to 100 Years,1,Existing,127,2022,70
Monique Lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,1,Existing,128,2022,26
Moose Knuckles,Contemporary,5,5,2007,17,17,10 to 20 Years,1,Existing,129,2022,15
Mother,Contemporary,5,5,2010,14,14,10 to 20 Years,1,Existing,130,2022,12
Naeem Khan,Premium,12,11,2008,16,16,10 to 20 Years,1,Existing,131,2022,14
Nanushka,Contemporary,2,2,2006,18,18,10 to 20 Years,1,Existing,132,2022,16
Neiman Marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,1,Existing,133,2022,115
Nicole Miller,Contemporary,18,13,1982,42,42,20 to 50 Years,1,Existing,134,2022,40
Nina Ricci,Luxury,15,12,1932,92,92,50 to 100 Years,1,Existing,135,2022,90
Norma Kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,1,Existing,136,2022,55
Off-White,Premium,5,5,1998,26,26,20 to 50 Years,1,Existing,137,2022,24
Oscar De La Renta,Luxury,18,18,1965,59,59,50 to 100 Years,1,Existing,138,2022,57
Paige,Contemporary,6,6,2004,20,20,10 to 20 Years,1,Existing,139,2022,18
Palm Angels,Contemporary,3,3,2015,9,9,5 to 10 Years,1,Existing,140,2022,7
Palmer//Harding,Contemporary,6,6,2012,12,12,10 to 20 Years,1,Existing,141,2022,10
Pamella Roland,Contemporary,12,12,2002,22,22,20 to 50 Years,1,Existing,142,2022,20
Pedro Garcia,Contemporary,15,15,1925,99,99,50 to 100 Years,1,Existing,143,2022,97
Piazza Sempione,Contemporary,19,19,1991,33,33,20 to 50 Years,1,Existing,144,2022,31
Prada,Luxury,19,19,1913,111,111,100 to 200 Years,1,Existing,145,2022,109
Proenza Schouler,Premium,16,16,1997,27,27,20 to 50 Years,1,Existing,146,2022,25
Proenza Schouler White Label,Contemporary,3,3,2002,22,22,20 to 50 Years,1,Existing,147,2022,20
Rag & Bone,Contemporary,15,14,2002,22,22,20 to 50 Years,1,Existing,148,2022,20
Ramy Brook,Contemporary,11,11,2010,14,14,10 to 20 Years,1,Existing,149,2022,12
Rasario,Premium,2,2,2005,19,19,10 to 20 Years,1,Existing,150,2022,17
Re/Done,Contemporary,4,4,2014,10,10,5 to 10 Years,1,Existing,151,2022,8
Rebecca Taylor,Contemporary,17,17,1996,28,28,20 to 50 Years,1,Existing,152,2022,26
Rene Caovilla,Premium,18,15,2004,20,20,10 to 20 Years,1,Existing,153,2022,18
Rhode,Contemporary,4,4,2014,10,10,5 to 10 Years,1,Existing,154,2022,8
Rickie Freeman For Teri Jon,Contemporary,15,14,1979,45,45,20 to 50 Years,1,Existing,155,2022,43
Rococo Sand,Contemporary,2,2,2013,11,11,10 to 20 Years,1,Existing,156,2022,9
Rodarte,Premium,2,2,1851,173,173,100 to 200 Years,1,Existing,157,2022,171
Roger Vivier,Luxury,8,8,1937,87,87,50 to 100 Years,1,Existing,158,2022,85
Roland Mouret,Premium,12,12,1981,43,43,20 to 50 Years,1,Existing,159,2022,41
Rosetta Getty,Contemporary,6,6,2014,10,10,5 to 10 Years,1,Existing,160,2022,8
Sachin & Babi,Contemporary,6,6,2009,15,15,10 to 20 Years,1,Existing,161,2022,13
Safiyaa,Contemporary,3,3,2011,13,13,10 to 20 Years,1,Existing,162,2022,11
Saint Laurent,Luxury,10,10,2012,12,12,10 to 20 Years,1,Existing,163,2022,10
Saloni,Contemporary,6,6,2011,13,13,10 to 20 Years,1,Existing,164,2022,11
Salvatore Ferragamo,Luxury,19,19,1927,97,97,50 to 100 Years,1,Existing,165,2022,95
See By Chloe,Contemporary,17,17,2001,23,23,20 to 50 Years,1,Existing,166,2022,21
Shoshanna,Contemporary,18,18,1998,26,26,20 to 50 Years,1,Existing,167,2022,24
Silvia Tcherassi,Contemporary,2,2,2002,22,22,20 to 50 Years,1,Existing,168,2022,20
Sjp By Sarah Jessica Parker,Contemporary,8,8,2014,10,10,5 to 10 Years,1,Existing,169,2022,8
Smythe,Contemporary,12,11,2004,20,20,10 to 20 Years,1,Existing,170,2022,18
Sofia Cashmere,Premium,12,8,1984,40,40,20 to 50 Years,1,Existing,171,2022,38
Sophia Webster,Contemporary,10,10,2012,12,12,10 to 20 Years,1,Existing,172,2022,10
Staud,Contemporary,3,3,2015,9,9,5 to 10 Years,1,Existing,173,2022,7
Stella Mccartney,Premium,17,17,1970,54,54,50 to 100 Years,1,Existing,174,2022,52
Stine Goya,Contemporary,4,4,2006,18,18,10 to 20 Years,1,Existing,175,2022,16
Stuart Weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,1,Existing,176,2022,36
Talbot Runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,1,Existing,177,2022,30
Tanya Taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,1,Existing,178,2022,10
The Great,Contemporary,7,7,2014,10,10,5 to 10 Years,1,Existing,179,2022,8
The North Face,Contemporary,6,6,1966,58,58,50 to 100 Years,1,Existing,180,2022,56
The Row,Luxury,10,10,2006,18,18,10 to 20 Years,1,Existing,181,2022,16
Theia,Contemporary,12,12,2009,15,15,10 to 20 Years,1,Existing,182,2022,13
Theory,Contemporary,19,19,1997,27,27,20 to 50 Years,1,Existing,183,2022,25
Tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,1,Existing,184,2022,25
Tom Ford,Luxury,10,10,2005,19,19,10 to 20 Years,1,Existing,185,2022,17
Tory Burch,Contemporary,17,17,2004,20,20,10 to 20 Years,1,Existing,186,2022,18
Ugg,Contemporary,7,7,1978,46,46,20 to 50 Years,1,Existing,187,2022,44
Ulla Johnson,Contemporary,2,2,2000,24,24,20 to 50 Years,1,Existing,188,2022,22
Valentino,Luxury,19,19,1960,64,64,50 to 100 Years,1,Existing,189,2022,62
Valentino Garavani,Luxury,6,6,1960,64,64,50 to 100 Years,1,Existing,190,2022,62
Veja,Contemporary,3,3,2004,20,20,10 to 20 Years,1,Existing,191,2022,18
Veronica Beard,Contemporary,9,9,2010,14,14,10 to 20 Years,1,Existing,192,2022,12
Versace,Luxury,17,17,1978,46,46,20 to 50 Years,1,Existing,193,2022,44
Versace Jeans Couture,Contemporary,2,2,1994,30,30,20 to 50 Years,1,Existing,194,2022,28
Victoria Beckham,Luxury,8,8,2008,16,16,10 to 20 Years,1,Existing,195,2022,14
Vince,Contemporary,19,19,2002,22,22,20 to 50 Years,1,Existing,196,2022,20
Wandler,Contemporary,3,3,2017,7,7,5 to 10 Years,1,Existing,197,2022,5
Wolford,Contemporary,19,19,1950,74,74,50 to 100 Years,1,Existing,198,2022,72
Xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,1,Existing,199,2022,26
Yves Salomon,Contemporary,2,2,1920,104,104,100 to 200 Years,1,Existing,200,2022,102
Zadig & Voltaire,Contemporary,8,8,1997,27,27,20 to 50 Years,1,Existing,201,2022,25
Zhivago,Contemporary,2,2,2012,12,12,10 to 20 Years,1,Existing,202,2022,10
Zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,1,Existing,203,2022,31
Alice + Olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,1,New,1,2005,3
Armani Jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,1,New,2,2005,24
Celine,Luxury,18,3,1945,79,79,50 to 100 Years,1,New,3,2005,60
Class Roberto Cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,1,New,4,2005,35
Derek Lam,Premium,18,16,1978,46,46,20 to 50 Years,1,New,5,2005,27
Dior,Luxury,18,9,1946,78,78,50 to 100 Years,1,New,6,2005,59
Easton Pearson,Contemporary,18,2,1989,35,35,20 to 50 Years,1,New,7,2005,16
Furla,Contemporary,18,3,1927,97,97,50 to 100 Years,1,New,8,2005,78
La Perla,Contemporary,18,18,1954,70,70,50 to 100 Years,1,New,9,2005,51
M Missoni,Contemporary,18,16,1998,26,26,20 to 50 Years,1,New,10,2005,7
Missoni,Luxury,18,18,1953,71,71,50 to 100 Years,1,New,11,2005,52
Moschino,Luxury,18,6,1983,41,41,20 to 50 Years,1,New,12,2005,22
Nancy Gonzalez,Premium,18,17,2001,23,23,20 to 50 Years,1,New,13,2005,4
Nicole Miller,Contemporary,18,13,1982,42,42,20 to 50 Years,1,New,14,2005,23
Oscar De La Renta,Luxury,18,18,1965,59,59,50 to 100 Years,1,New,15,2005,40
Philosophy Di Alberta Ferretti,Premium,18,7,2001,23,23,20 to 50 Years,1,New,16,2005,4
Prada Sport,Premium,18,1,1968,56,56,50 to 100 Years,1,New,17,2005,37
Rafe,Contemporary,18,10,1997,27,27,20 to 50 Years,1,New,18,2005,8
Rene Caovilla,Premium,18,15,2004,20,20,10 to 20 Years,1,New,19,2005,1
Robert Rodriguez,Contemporary,18,12,2003,21,21,20 to 50 Years,1,New,20,2005,2
Shoshanna,Contemporary,18,18,1998,26,26,20 to 50 Years,1,New,21,2005,7
St. John,Contemporary,18,16,1962,62,62,50 to 100 Years,1,New,22,2005,43
Strenesse Gabriele Strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,1,New,23,2005,56
Tory By Trb,Contemporary,18,1,2004,20,20,10 to 20 Years,1,New,24,2005,1
Tracy Reese,Contemporary,18,10,1998,26,26,20 to 50 Years,1,New,25,2005,7
Vera Wang,Contemporary,18,9,1990,34,34,20 to 50 Years,1,New,26,2005,15
Vix,Contemporary,18,14,1998,26,26,20 to 50 Years,1,New,27,2005,7
Y-3 Yohji Yamamoto,Contemporary,18,1,2002,22,22,20 to 50 Years,1,New,28,2005,3
Yves Saint Laurent,Luxury,18,10,1961,63,63,50 to 100 Years,1,New,29,2005,44
Agnona,Contemporary,17,9,1953,71,71,50 to 100 Years,1,New,1,2006,53
Alexander Mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,1,New,2,2006,14
Andrew Gn,Premium,17,8,1956,68,68,50 to 100 Years,1,New,3,2006,50
Barbara Bui,Premium,17,3,1987,37,209,20 to 50 Years,1,New,4,2006,19
Brian Atwood,Premium,17,7,1951,73,73,50 to 100 Years,1,New,5,2006,55
Calvin Klein Collection,Premium,17,1,1997,27,27,20 to 50 Years,1,New,6,2006,9
Dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,1,New,7,2006,11
Escada,Premium,17,16,1922,102,102,100 to 200 Years,1,New,8,2006,84
Ghurka,Contemporary,17,1,1975,49,49,20 to 50 Years,1,New,9,2006,31
Giorgio Armani,Luxury,17,17,1975,49,49,20 to 50 Years,1,New,10,2006,31
Jill Stuart,Contemporary,17,1,1988,36,36,20 to 50 Years,1,New,11,2006,18
Karl Lagerfeld,Contemporary,17,1,1984,40,40,20 to 50 Years,1,New,12,2006,22
Komarov,Contemporary,17,2,1997,27,27,20 to 50 Years,1,New,13,2006,9
Lafayette 148 New York,Contemporary,17,17,1996,28,28,20 to 50 Years,1,New,14,2006,10
Loeffler Randall,Contemporary,17,15,2005,19,19,10 to 20 Years,1,New,15,2006,1
Loro Piana,Luxury,17,17,1924,100,100,50 to 100 Years,1,New,16,2006,82
Marc By Marc Jacobs,Contemporary,17,10,2000,24,24,20 to 50 Years,1,New,17,2006,6
Marc Jacobs,Premium,19,18,1984,40,40,20 to 50 Years,1,New,18,2006,22
Marchesa,Premium,17,13,2005,19,19,10 to 20 Years,1,New,19,2006,1
Norma Kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,1,New,20,2006,39
Rebecca Taylor,Contemporary,17,17,1996,28,28,20 to 50 Years,1,New,21,2006,10
See By Chloe,Contemporary,17,17,2001,23,23,20 to 50 Years,1,New,22,2006,5
Sigerson Morrison,Contemporary,17,5,1991,33,33,20 to 50 Years,1,New,23,2006,15
Stella Mccartney,Premium,17,17,1970,54,54,50 to 100 Years,1,New,24,2006,36
Temperley London,Premium,17,6,2008,16,16,10 to 20 Years,1,New,25,2006,-2
Tory Burch,Contemporary,17,17,2004,20,20,10 to 20 Years,1,New,26,2006,2
Valentino Red,Contemporary,17,3,2003,21,21,20 to 50 Years,1,New,27,2006,3
Versace,Luxury,17,17,1978,46,46,20 to 50 Years,1,New,28,2006,28
3.1 Phillip Lim,Contemporary,16,16,2005,19,19,10 to 20 Years,1,New,1,2007,2
Akris,Premium,16,16,2002,22,22,20 to 50 Years,1,New,2,2007,5
Akris Punto,Contemporary,16,16,1995,29,29,20 to 50 Years,1,New,3,2007,12
Bogner,Contemporary,16,9,1932,92,92,50 to 100 Years,1,New,4,2007,75
Carolina Herrera,Luxury,16,16,1980,44,44,20 to 50 Years,1,New,5,2007,27
Hogan,Contemporary,16,2,1986,38,38,20 to 50 Years,1,New,6,2007,21
J Brand Jeans,Contemporary,16,8,2004,20,20,10 to 20 Years,1,New,7,2007,3
Jimmy Choo,Luxury,16,16,1996,28,28,20 to 50 Years,1,New,8,2007,11
Lela Rose,Contemporary,16,16,1998,26,26,20 to 50 Years,1,New,9,2007,9
Neiman Marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,1,New,10,2007,100
Post Card,Contemporary,16,3,1957,67,67,50 to 100 Years,1,New,11,2007,50
Proenza Schouler,Premium,16,16,1997,27,27,20 to 50 Years,1,New,12,2007,10
Ralph Lauren Collection,Luxury,16,2,1967,57,57,50 to 100 Years,1,New,13,2007,40
Rich And Skinny,Contemporary,16,4,2006,18,18,10 to 20 Years,1,New,14,2007,1
Vivienne Tam,Contemporary,16,1,1994,30,30,20 to 50 Years,1,New,15,2007,13
Alberta Ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,1,New,1,2008,28
Andrew Gn,Premium,17,8,1956,68,68,50 to 100 Years,1,New,2,2008,52
Badgley Mischka,Contemporary,15,14,1988,36,36,20 to 50 Years,1,New,3,2008,20
Black Halo,Contemporary,15,14,2002,22,22,20 to 50 Years,1,New,4,2008,6
Christian Lacroix,Luxury,19,4,1987,37,37,20 to 50 Years,1,New,5,2008,21
Diane Von Furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,1,New,6,2008,36
Donna Karan,Contemporary,15,9,1984,40,40,20 to 50 Years,1,New,7,2008,24
Doo. Ri,Contemporary,15,1,2001,23,23,20 to 50 Years,1,New,8,2008,7
Elizabeth And James,Contemporary,15,12,2007,17,17,10 to 20 Years,1,New,9,2008,1
Issa London,Contemporary,15,4,2006,18,18,10 to 20 Years,1,New,10,2008,2
Jay Godfrey,Contemporary,15,9,2006,18,18,10 to 20 Years,1,New,11,2008,2
Johnny Was,Contemporary,15,15,1987,37,37,20 to 50 Years,1,New,12,2008,21
Magaschoni,Contemporary,15,9,1989,35,35,20 to 50 Years,1,New,13,2008,19
Nina Ricci,Luxury,15,12,1932,92,92,50 to 100 Years,1,New,14,2008,76
Pedro Garcia,Contemporary,15,15,1925,99,99,50 to 100 Years,1,New,15,2008,83
Philosophy Di Alberta Ferretti,Premium,18,7,2001,23,23,20 to 50 Years,1,New,16,2008,7
Pringle Of Scotland,Premium,15,3,2012,12,12,10 to 20 Years,1,New,17,2008,-4
Rag & Bone,Contemporary,15,14,2002,22,22,20 to 50 Years,1,New,18,2008,6
Rickie Freeman For Teri Jon,Contemporary,15,14,1979,45,45,20 to 50 Years,1,New,19,2008,29
Sigerson Morrison,Contemporary,17,5,1991,33,33,20 to 50 Years,1,New,20,2008,17
Thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,1,New,21,2008,4
Vix,Contemporary,18,14,1998,26,26,20 to 50 Years,1,New,22,2008,10
Xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,1,New,23,2008,12
Current/Elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,1,New,1,2009,1
Halston,Contemporary,14,4,1962,62,62,50 to 100 Years,1,New,2,2009,47
Hudson,Contemporary,14,14,2002,22,22,20 to 50 Years,1,New,3,2009,7
Jil Sander,Premium,14,12,1998,26,26,20 to 50 Years,1,New,4,2009,11
Judith Leiber,Premium,19,9,1963,61,178,50 to 100 Years,1,New,5,2009,46
Marchesa,Premium,17,13,2005,19,19,10 to 20 Years,1,New,6,2009,4
Melissa Odabash,Contemporary,14,6,1995,29,29,20 to 50 Years,1,New,7,2009,14
Ports 1961,Contemporary,14,1,1961,63,63,50 to 100 Years,1,New,8,2009,48
Red Valentino,Contemporary,14,8,2003,21,21,20 to 50 Years,1,New,9,2009,6
Sergio Rossi,Premium,14,7,2008,16,16,10 to 20 Years,1,New,10,2009,1
Adidas By Stella Mccartney,Contemporary,13,10,2005,19,19,10 to 20 Years,1,New,1,2010,5
Brian Atwood,Premium,17,7,1951,73,73,50 to 100 Years,1,New,2,2010,59
Brunello Cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,1,New,3,2010,32
Erdem,Premium,13,13,1968,56,56,50 to 100 Years,1,New,4,2010,42
Halston Heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,1,New,5,2010,1
Helmut Lang,Contemporary,13,13,1986,38,38,20 to 50 Years,1,New,6,2010,24
Herve Leger,Contemporary,13,13,1985,39,39,20 to 50 Years,1,New,7,2010,25
Isabella Fiore,Contemporary,19,6,1997,27,27,20 to 50 Years,1,New,8,2010,13
Jack Rogers,Contemporary,13,8,1960,64,64,50 to 100 Years,1,New,9,2010,50
Jason Wu,Premium,13,11,2003,21,21,20 to 50 Years,1,New,10,2010,7
Liberty Of London,Premium,13,1,1999,25,25,20 to 50 Years,1,New,11,2010,11
Mackage,Contemporary,13,7,1999,25,25,20 to 50 Years,1,New,12,2010,11
Mcq By Alexander Mcqueen,Contemporary,13,1,2006,18,18,10 to 20 Years,1,New,13,2010,4
Moncler,Luxury,13,13,1952,72,72,50 to 100 Years,1,New,14,2010,58
Moschino,Luxury,18,6,1983,41,41,20 to 50 Years,1,New,15,2010,27
Not Your Daughter'S Jeans,Contemporary,13,3,2003,21,21,20 to 50 Years,1,New,16,2010,7
