Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Year,Listed?,Status,Rank
bally,Premium,2,2,1997,27,27,20 to 50 Years,2022,1,In,27
barbara bui,Premium,17,3,1987,37,209,20 to 50 Years,2006,1,New,4
barbara bui,Premium,17,3,1987,37,209,20 to 50 Years,2007,1,In,4
barbara bui,Premium,17,3,1987,37,209,20 to 50 Years,2008,1,In,7
barbara bui,Premium,17,3,1987,37,209,20 to 50 Years,2009,0,Exit,1
brandon maxwell,Premium,7,7,1994,30,30,20 to 50 Years,2016,1,New,7
brandon maxwell,Premium,7,7,1994,30,30,20 to 50 Years,2017,1,In,25
brandon maxwell,Premium,7,7,1994,30,30,20 to 50 Years,2018,1,In,29
brandon maxwell,Premium,7,7,1994,30,30,20 to 50 Years,2019,1,In,28
brandon maxwell,Premium,7,7,1994,30,30,20 to 50 Years,2020,1,In,29
brandon maxwell,Premium,7,7,1994,30,30,20 to 50 Years,2021,1,In,31
brandon maxwell,Premium,7,7,1994,30,30,20 to 50 Years,2022,1,In,35
brian atwood,Premium,17,7,1951,73,73,50 to 100 Years,2006,1,New,5
brian atwood,Premium,17,7,1951,73,73,50 to 100 Years,2007,1,In,7
brian atwood,Premium,17,7,1951,73,73,50 to 100 Years,2008,0,Exit,2
brian atwood,Premium,17,7,1951,73,73,50 to 100 Years,2010,1,New,2
brian atwood,Premium,17,7,1951,73,73,50 to 100 Years,2011,1,In,11
brian atwood,Premium,17,7,1951,73,73,50 to 100 Years,2012,1,In,15
brian atwood,Premium,17,7,1951,73,73,50 to 100 Years,2013,1,In,17
brian atwood,Premium,17,7,1951,73,73,50 to 100 Years,2014,1,In,21
brian atwood,Premium,17,7,1951,73,73,50 to 100 Years,2015,0,Exit,2
brock collection,Premium,6,5,2012,12,12,10 to 20 Years,2017,1,New,8
brock collection,Premium,6,5,2012,12,12,10 to 20 Years,2018,1,In,30
brock collection,Premium,6,5,2012,12,12,10 to 20 Years,2019,1,In,29
brock collection,Premium,6,5,2012,12,12,10 to 20 Years,2020,1,In,30
brock collection,Premium,6,5,2012,12,12,10 to 20 Years,2021,1,In,32
brock collection,Premium,6,5,2012,12,12,10 to 20 Years,2022,0,Exit,2
burberry brit,Premium,10,2,2007,17,17,10 to 20 Years,2013,1,New,6
burberry brit,Premium,10,2,2007,17,17,10 to 20 Years,2014,1,In,24
burberry brit,Premium,10,2,2007,17,17,10 to 20 Years,2015,0,Exit,3
buscemi,Premium,7,1,1974,50,50,20 to 50 Years,2016,1,New,8
buscemi,Premium,7,1,1974,50,50,20 to 50 Years,2017,0,Exit,7
calvin klein collection,Premium,17,1,1997,27,27,20 to 50 Years,2006,1,New,6
calvin klein collection,Premium,17,1,1997,27,27,20 to 50 Years,2007,0,Exit,6
casadei,Premium,12,4,2009,15,15,10 to 20 Years,2011,1,New,7
casadei,Premium,12,4,2009,15,15,10 to 20 Years,2012,1,In,19
casadei,Premium,12,4,2009,15,15,10 to 20 Years,2013,1,In,21
casadei,Premium,12,4,2009,15,15,10 to 20 Years,2014,1,In,26
casadei,Premium,12,4,2009,15,15,10 to 20 Years,2015,0,Exit,4
charlotte olympia,Premium,12,6,2009,15,15,10 to 20 Years,2011,1,New,8
charlotte olympia,Premium,12,6,2009,15,15,10 to 20 Years,2012,1,In,20
charlotte olympia,Premium,12,6,2009,15,15,10 to 20 Years,2013,1,In,22
charlotte olympia,Premium,12,6,2009,15,15,10 to 20 Years,2014,1,In,27
charlotte olympia,Premium,12,6,2009,15,15,10 to 20 Years,2015,1,In,29
charlotte olympia,Premium,12,6,2009,15,15,10 to 20 Years,2016,1,In,30
charlotte olympia,Premium,12,6,2009,15,15,10 to 20 Years,2017,0,Exit,8
delpozo,Premium,6,1,2015,9,9,5 to 10 Years,2017,1,New,14
delpozo,Premium,6,1,2015,9,9,5 to 10 Years,2018,0,Exit,6
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2005,1,New,5
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2006,1,In,14
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2007,1,In,12
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2008,1,In,14
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2009,1,In,17
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2010,1,In,17
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2011,1,In,18
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2012,1,In,24
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2013,1,In,26
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2014,1,In,31
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2015,1,In,36
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2016,1,In,35
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2017,1,In,37
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2018,1,In,45
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2019,1,In,45
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2020,1,In,45
derek lam,Premium,18,16,1978,46,46,20 to 50 Years,2021,0,Exit,8
donna karan collection,Premium,19,6,2000,24,24,20 to 50 Years,2004,1,In,12
donna karan collection,Premium,19,6,2000,24,24,20 to 50 Years,2005,1,In,12
donna karan collection,Premium,19,6,2000,24,24,20 to 50 Years,2006,1,In,18
donna karan collection,Premium,19,6,2000,24,24,20 to 50 Years,2007,1,In,16
donna karan collection,Premium,19,6,2000,24,24,20 to 50 Years,2008,1,In,17
donna karan collection,Premium,19,6,2000,24,24,20 to 50 Years,2009,1,In,22
donna karan collection,Premium,19,6,2000,24,24,20 to 50 Years,2010,0,Exit,2
dries van noten,Premium,6,6,2003,21,21,20 to 50 Years,2017,1,New,15
dries van noten,Premium,6,6,2003,21,21,20 to 50 Years,2018,1,In,49
dries van noten,Premium,6,6,2003,21,21,20 to 50 Years,2019,1,In,49
dries van noten,Premium,6,6,2003,21,21,20 to 50 Years,2020,1,In,50
dries van noten,Premium,6,6,2003,21,21,20 to 50 Years,2021,1,In,49
dries van noten,Premium,6,6,2003,21,21,20 to 50 Years,2022,1,In,52
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2010,1,New,4
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2011,1,In,27
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2012,1,In,36
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2013,1,In,37
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2014,1,In,41
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2015,1,In,46
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2016,1,In,45
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2017,1,In,47
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2018,1,In,56
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2019,1,In,56
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2020,1,In,56
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2021,1,In,55
erdem,Premium,13,13,1968,56,56,50 to 100 Years,2022,1,In,57
escada,Premium,17,16,1922,102,102,100 to 200 Years,2006,1,New,8
escada,Premium,17,16,1922,102,102,100 to 200 Years,2007,1,In,20
escada,Premium,17,16,1922,102,102,100 to 200 Years,2008,1,In,21
escada,Premium,17,16,1922,102,102,100 to 200 Years,2009,1,In,27
escada,Premium,17,16,1922,102,102,100 to 200 Years,2010,1,In,26
escada,Premium,17,16,1922,102,102,100 to 200 Years,2011,1,In,28
escada,Premium,17,16,1922,102,102,100 to 200 Years,2012,1,In,37
escada,Premium,17,16,1922,102,102,100 to 200 Years,2013,1,In,38
escada,Premium,17,16,1922,102,102,100 to 200 Years,2014,1,In,42
escada,Premium,17,16,1922,102,102,100 to 200 Years,2015,1,In,47
escada,Premium,17,16,1922,102,102,100 to 200 Years,2016,1,In,46
escada,Premium,17,16,1922,102,102,100 to 200 Years,2017,1,In,48
escada,Premium,17,16,1922,102,102,100 to 200 Years,2018,1,In,57
escada,Premium,17,16,1922,102,102,100 to 200 Years,2019,1,In,57
escada,Premium,17,16,1922,102,102,100 to 200 Years,2020,1,In,57
escada,Premium,17,16,1922,102,102,100 to 200 Years,2021,1,In,56
escada,Premium,17,16,1922,102,102,100 to 200 Years,2022,0,Exit,5
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2004,1,In,16
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2005,1,In,16
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2006,1,In,23
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2007,1,In,21
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2008,1,In,22
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2009,1,In,28
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2010,1,In,27
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2011,1,In,29
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2012,1,In,38
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2013,1,In,39
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2014,1,In,43
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2015,1,In,48
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2016,1,In,47
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2017,0,Exit,11
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2019,1,New,10
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2020,1,In,58
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2021,1,In,57
eskandar,Premium,19,17,2001,23,23,20 to 50 Years,2022,1,In,58
f.r.s for restless sleepers,Premium,4,1,2008,16,16,10 to 20 Years,2019,1,New,12
f.r.s for restless sleepers,Premium,4,1,2008,16,16,10 to 20 Years,2020,0,Exit,10
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2004,1,In,19
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2005,1,In,19
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2006,1,In,26
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2007,1,In,24
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2008,1,In,25
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2009,1,In,31
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2010,1,In,30
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2011,1,In,32
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2012,1,In,41
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2013,1,In,42
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2014,1,In,47
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2015,1,In,52
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2016,1,In,50
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2017,1,In,52
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2018,1,In,61
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2019,1,In,62
ferragamo,Premium,19,16,2003,21,21,20 to 50 Years,2020,0,Exit,13
gianvito rossi,Premium,10,10,1963,61,61,50 to 100 Years,2013,1,New,8
gianvito rossi,Premium,10,10,1963,61,61,50 to 100 Years,2014,1,In,48
gianvito rossi,Premium,10,10,1963,61,61,50 to 100 Years,2015,1,In,55
gianvito rossi,Premium,10,10,1963,61,61,50 to 100 Years,2016,1,In,53
gianvito rossi,Premium,10,10,1963,61,61,50 to 100 Years,2017,1,In,54
gianvito rossi,Premium,10,10,1963,61,61,50 to 100 Years,2018,1,In,65
gianvito rossi,Premium,10,10,1963,61,61,50 to 100 Years,2019,1,In,67
gianvito rossi,Premium,10,10,1963,61,61,50 to 100 Years,2020,1,In,69
gianvito rossi,Premium,10,10,1963,61,61,50 to 100 Years,2021,1,In,67
gianvito rossi,Premium,10,10,1963,61,61,50 to 100 Years,2022,1,In,69
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2004,1,In,21
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2005,1,In,21
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2006,1,In,29
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2007,1,In,27
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2008,1,In,27
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2009,1,In,33
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2010,1,In,32
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2011,1,In,34
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2012,1,In,44
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2013,1,In,46
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2014,1,In,50
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2015,1,In,57
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2016,1,In,55
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2017,1,In,56
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2018,1,In,67
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2019,1,In,69
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2020,1,In,71
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2021,1,In,69
giuseppe zanotti,Premium,19,19,1994,30,30,20 to 50 Years,2022,1,In,71
huishan zhang,Premium,3,3,2006,18,18,10 to 20 Years,2020,1,New,12
huishan zhang,Premium,3,3,2006,18,18,10 to 20 Years,2021,1,In,78
huishan zhang,Premium,3,3,2006,18,18,10 to 20 Years,2022,1,In,79
isabel marant,Premium,7,7,1984,40,40,20 to 50 Years,2016,1,New,15
isabel marant,Premium,7,7,1984,40,40,20 to 50 Years,2017,1,In,65
isabel marant,Premium,7,7,1984,40,40,20 to 50 Years,2018,1,In,76
isabel marant,Premium,7,7,1984,40,40,20 to 50 Years,2019,1,In,80
isabel marant,Premium,7,7,1984,40,40,20 to 50 Years,2020,1,In,82
isabel marant,Premium,7,7,1984,40,40,20 to 50 Years,2021,1,In,80
isabel marant,Premium,7,7,1984,40,40,20 to 50 Years,2022,1,In,82
jacquemus,Premium,1,1,2013,11,11,10 to 20 Years,2022,1,New,15
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2010,1,New,10
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2011,1,In,41
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2012,1,In,54
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2013,1,In,55
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2014,1,In,60
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2015,1,In,68
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2016,1,In,67
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2017,1,In,68
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2018,1,In,79
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2019,0,Exit,10
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2021,1,New,10
jason wu,Premium,13,11,2003,21,21,20 to 50 Years,2022,1,In,83
jason wu collection,Premium,3,3,2018,6,6,5 to 10 Years,2020,1,New,14
jason wu collection,Premium,3,3,2018,6,6,5 to 10 Years,2021,1,In,82
jason wu collection,Premium,3,3,2018,6,6,5 to 10 Years,2022,1,In,84
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2009,1,New,4
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2010,1,In,38
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2011,1,In,44
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2012,1,In,57
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2013,1,In,57
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2014,1,In,62
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2015,1,In,71
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2016,1,In,70
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2017,1,In,71
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2018,1,In,81
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2019,0,Exit,11
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2021,1,New,11
jil sander,Premium,14,12,1998,26,26,20 to 50 Years,2022,1,In,86
johanna ortiz,Premium,6,6,1960,64,64,50 to 100 Years,2017,1,New,21
johanna ortiz,Premium,6,6,1960,64,64,50 to 100 Years,2018,1,In,85
johanna ortiz,Premium,6,6,1960,64,64,50 to 100 Years,2019,1,In,88
johanna ortiz,Premium,6,6,1960,64,64,50 to 100 Years,2020,1,In,90
johanna ortiz,Premium,6,6,1960,64,64,50 to 100 Years,2021,1,In,87
johanna ortiz,Premium,6,6,1960,64,64,50 to 100 Years,2022,1,In,89
judith leiber,Premium,19,9,1963,61,178,50 to 100 Years,2004,1,In,25
judith leiber,Premium,19,9,1963,61,178,50 to 100 Years,2005,1,In,25
judith leiber,Premium,19,9,1963,61,178,50 to 100 Years,2006,1,In,33
judith leiber,Premium,19,9,1963,61,178,50 to 100 Years,2007,0,Exit,14
judith leiber,Premium,19,9,1963,61,178,50 to 100 Years,2009,1,New,5
judith leiber,Premium,19,9,1963,61,178,50 to 100 Years,2010,1,In,41
judith leiber,Premium,19,9,1963,61,178,50 to 100 Years,2011,1,In,47
judith leiber,Premium,19,9,1963,61,178,50 to 100 Years,2012,1,In,60
judith leiber,Premium,19,9,1963,61,178,50 to 100 Years,2013,1,In,60
judith leiber,Premium,19,9,1963,61,178,50 to 100 Years,2014,1,In,66
judith leiber,Premium,19,9,1963,61,178,50 to 100 Years,2015,0,Exit,8
jw anderson,Premium,2,2,1999,25,25,20 to 50 Years,2021,1,New,13
jw anderson,Premium,2,2,1999,25,25,20 to 50 Years,2022,1,In,94
lambertson truex,Premium,19,4,1973,51,51,50 to 100 Years,2004,1,In,28
lambertson truex,Premium,19,4,1973,51,51,50 to 100 Years,2005,1,In,28
lambertson truex,Premium,19,4,1973,51,51,50 to 100 Years,2006,1,In,37
lambertson truex,Premium,19,4,1973,51,51,50 to 100 Years,2007,1,In,36
lambertson truex,Premium,19,4,1973,51,51,50 to 100 Years,2008,0,Exit,7
liberty of london,Premium,13,1,1999,25,25,20 to 50 Years,2010,1,New,11
liberty of london,Premium,13,1,1999,25,25,20 to 50 Years,2011,0,Exit,6
loewe,Premium,9,9,1996,28,28,20 to 50 Years,2014,1,New,20
loewe,Premium,9,9,1996,28,28,20 to 50 Years,2015,1,In,85
loewe,Premium,9,9,1996,28,28,20 to 50 Years,2016,1,In,84
loewe,Premium,9,9,1996,28,28,20 to 50 Years,2017,1,In,88
loewe,Premium,9,9,1996,28,28,20 to 50 Years,2018,1,In,98
loewe,Premium,9,9,1996,28,28,20 to 50 Years,2019,1,In,104
loewe,Premium,9,9,1996,28,28,20 to 50 Years,2020,1,In,105
loewe,Premium,9,9,1996,28,28,20 to 50 Years,2021,1,In,100
loewe,Premium,9,9,1996,28,28,20 to 50 Years,2022,1,In,104
maison margiela,Premium,8,7,2015,9,9,5 to 10 Years,2015,1,New,13
maison margiela,Premium,8,7,2015,9,9,5 to 10 Years,2016,1,In,90
maison margiela,Premium,8,7,2015,9,9,5 to 10 Years,2017,1,In,94
maison margiela,Premium,8,7,2015,9,9,5 to 10 Years,2018,1,In,104
maison margiela,Premium,8,7,2015,9,9,5 to 10 Years,2019,1,In,110
maison margiela,Premium,8,7,2015,9,9,5 to 10 Years,2020,0,Exit,18
maison margiela,Premium,8,7,2015,9,9,5 to 10 Years,2021,1,New,14
maison margiela,Premium,8,7,2015,9,9,5 to 10 Years,2022,1,In,109
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2004,1,In,32
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2005,0,Exit,1
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2006,1,New,18
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2007,1,In,42
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2008,1,In,44
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2009,1,In,52
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2010,1,In,53
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2011,1,In,59
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2012,1,In,74
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2013,1,In,76
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2014,1,In,83
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2015,1,In,93
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2016,1,In,93
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2017,1,In,97
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2018,1,In,108
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2019,1,In,114
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2020,1,In,117
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2021,1,In,108
marc jacobs,Premium,19,18,1984,40,40,20 to 50 Years,2022,1,In,114
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2006,1,New,19
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2007,0,Exit,18
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2009,1,New,6
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2010,1,In,54
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2011,0,Exit,7
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2013,1,New,12
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2014,1,In,84
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2015,1,In,94
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2016,1,In,94
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2017,1,In,98
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2018,1,In,109
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2019,1,In,115
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2020,1,In,118
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2021,1,In,109
marchesa,Premium,17,13,2005,19,19,10 to 20 Years,2022,1,In,115
mark cross,Premium,1,1,1845,179,179,100 to 200 Years,2022,1,New,19
marni,Premium,10,10,2011,13,13,10 to 20 Years,2013,1,New,13
marni,Premium,10,10,2011,13,13,10 to 20 Years,2014,1,In,85
marni,Premium,10,10,2011,13,13,10 to 20 Years,2015,1,In,95
marni,Premium,10,10,2011,13,13,10 to 20 Years,2016,1,In,96
marni,Premium,10,10,2011,13,13,10 to 20 Years,2017,1,In,100
marni,Premium,10,10,2011,13,13,10 to 20 Years,2018,1,In,111
marni,Premium,10,10,2011,13,13,10 to 20 Years,2019,1,In,117
marni,Premium,10,10,2011,13,13,10 to 20 Years,2020,1,In,120
marni,Premium,10,10,2011,13,13,10 to 20 Years,2021,1,In,111
marni,Premium,10,10,2011,13,13,10 to 20 Years,2022,1,In,117
mary katrantzou,Premium,12,7,1988,36,36,20 to 50 Years,2011,1,New,21
mary katrantzou,Premium,12,7,1988,36,36,20 to 50 Years,2012,1,In,76
mary katrantzou,Premium,12,7,1988,36,36,20 to 50 Years,2013,1,In,77
mary katrantzou,Premium,12,7,1988,36,36,20 to 50 Years,2014,1,In,86
mary katrantzou,Premium,12,7,1988,36,36,20 to 50 Years,2015,1,In,96
mary katrantzou,Premium,12,7,1988,36,36,20 to 50 Years,2016,1,In,97
mary katrantzou,Premium,12,7,1988,36,36,20 to 50 Years,2017,1,In,101
mary katrantzou,Premium,12,7,1988,36,36,20 to 50 Years,2018,0,Exit,13
maticevski,Premium,2,2,2012,12,12,10 to 20 Years,2021,1,New,16
maticevski,Premium,2,2,2012,12,12,10 to 20 Years,2022,1,In,118
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2004,1,In,35
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2005,1,In,34
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2006,1,In,45
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2007,1,In,46
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2008,1,In,48
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2009,1,In,56
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2010,1,In,58
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2011,1,In,63
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2012,1,In,82
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2013,1,In,83
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2014,1,In,92
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2015,1,In,102
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2016,1,In,103
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2017,1,In,109
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2018,1,In,118
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2019,1,In,125
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2020,1,In,129
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2021,0,Exit,27
miu miu,Premium,19,18,1993,31,31,20 to 50 Years,2022,1,New,21
mugler,Premium,12,4,1958,66,66,50 to 100 Years,2011,1,New,28
mugler,Premium,12,4,1958,66,66,50 to 100 Years,2012,1,In,87
mugler,Premium,12,4,1958,66,66,50 to 100 Years,2013,0,Exit,13
mugler,Premium,12,4,1958,66,66,50 to 100 Years,2015,1,New,19
mugler,Premium,12,4,1958,66,66,50 to 100 Years,2016,1,In,108
mugler,Premium,12,4,1958,66,66,50 to 100 Years,2017,0,Exit,21
naeem khan,Premium,12,11,2008,16,16,10 to 20 Years,2011,1,New,29
naeem khan,Premium,12,11,2008,16,16,10 to 20 Years,2012,1,In,88
naeem khan,Premium,12,11,2008,16,16,10 to 20 Years,2013,1,In,88
naeem khan,Premium,12,11,2008,16,16,10 to 20 Years,2014,1,In,96
naeem khan,Premium,12,11,2008,16,16,10 to 20 Years,2015,0,Exit,11
