Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Listed?,Status,Rank,Year,Relative Age,Relative Age Group
Vix,Contemporary,18,14,1998,26,26,20 to 50 Years,1,New,27,2005,7,5 to 10 Years
Y-3 Yohji Yamamoto,Contemporary,18,1,2002,22,22,20 to 50 Years,1,New,28,2005,3,5 to 10 Years
Yves Saint Laurent,Luxury,18,10,1961,63,63,50 to 100 Years,1,New,29,2005,44,5 to 10 Years
Agnona,Contemporary,17,9,1953,71,71,50 to 100 Years,1,New,1,2006,53,5 to 10 Years
Alexander Mcqueen,Luxury,17,17,1992,32,32,20 to 50 Years,1,New,2,2006,14,5 to 10 Years
Andrew Gn,Premium,17,8,1956,68,68,50 to 100 Years,1,New,3,2006,50,5 to 10 Years
Barbara Bui,Premium,17,3,1987,37,209,20 to 50 Years,1,New,4,2006,19,5 to 10 Years
Brian Atwood,Premium,17,7,1951,73,73,50 to 100 Years,1,New,5,2006,55,5 to 10 Years
Calvin Klein Collection,Premium,17,1,1997,27,27,20 to 50 Years,1,New,6,2006,9,5 to 10 Years
Dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,1,New,7,2006,11,5 to 10 Years
Escada,Premium,17,16,1922,102,102,100 to 200 Years,1,New,8,2006,84,5 to 10 Years
Ghurka,Contemporary,17,1,1975,49,49,20 to 50 Years,1,New,9,2006,31,5 to 10 Years
Giorgio Armani,Luxury,17,17,1975,49,49,20 to 50 Years,1,New,10,2006,31,5 to 10 Years
Jill Stuart,Contemporary,17,1,1988,36,36,20 to 50 Years,1,New,11,2006,18,5 to 10 Years
Karl Lagerfeld,Contemporary,17,1,1984,40,40,20 to 50 Years,1,New,12,2006,22,5 to 10 Years
Komarov,Contemporary,17,2,1997,27,27,20 to 50 Years,1,New,13,2006,9,5 to 10 Years
Lafayette 148 New York,Contemporary,17,17,1996,28,28,20 to 50 Years,1,New,14,2006,10,5 to 10 Years
Loeffler Randall,Contemporary,17,15,2005,19,19,10 to 20 Years,1,New,15,2006,1,5 to 10 Years
Loro Piana,Luxury,17,17,1924,100,100,50 to 100 Years,1,New,16,2006,82,5 to 10 Years
Marc By Marc Jacobs,Contemporary,17,10,2000,24,24,20 to 50 Years,1,New,17,2006,6,5 to 10 Years
Marc Jacobs,Premium,19,18,1984,40,40,20 to 50 Years,1,New,18,2006,22,5 to 10 Years
Marchesa,Premium,17,13,2005,19,19,10 to 20 Years,1,New,19,2006,1,5 to 10 Years
Norma Kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,1,New,20,2006,39,5 to 10 Years
Rebecca Taylor,Contemporary,17,17,1996,28,28,20 to 50 Years,1,New,21,2006,10,5 to 10 Years
See By Chloe,Contemporary,17,17,2001,23,23,20 to 50 Years,1,New,22,2006,5,5 to 10 Years
Sigerson Morrison,Contemporary,17,5,1991,33,33,20 to 50 Years,1,New,23,2006,15,5 to 10 Years
Stella Mccartney,Premium,17,17,1970,54,54,50 to 100 Years,1,New,24,2006,36,5 to 10 Years
Temperley London,Premium,17,6,2008,16,16,10 to 20 Years,1,New,25,2006,-2,Over 200 Years
Tory Burch,Contemporary,17,17,2004,20,20,10 to 20 Years,1,New,26,2006,2,5 to 10 Years
Valentino Red,Contemporary,17,3,2003,21,21,20 to 50 Years,1,New,27,2006,3,5 to 10 Years
Versace,Luxury,17,17,1978,46,46,20 to 50 Years,1,New,28,2006,28,5 to 10 Years
3.1 Phillip Lim,Contemporary,16,16,2005,19,19,10 to 20 Years,1,New,1,2007,2,5 to 10 Years
Akris,Premium,16,16,2002,22,22,20 to 50 Years,1,New,2,2007,5,5 to 10 Years
Akris Punto,Contemporary,16,16,1995,29,29,20 to 50 Years,1,New,3,2007,12,5 to 10 Years
Bogner,Contemporary,16,9,1932,92,92,50 to 100 Years,1,New,4,2007,75,5 to 10 Years
Carolina Herrera,Luxury,16,16,1980,44,44,20 to 50 Years,1,New,5,2007,27,5 to 10 Years
Hogan,Contemporary,16,2,1986,38,38,20 to 50 Years,1,New,6,2007,21,5 to 10 Years
J Brand Jeans,Contemporary,16,8,2004,20,20,10 to 20 Years,1,New,7,2007,3,5 to 10 Years
Jimmy Choo,Luxury,16,16,1996,28,28,20 to 50 Years,1,New,8,2007,11,5 to 10 Years
Lela Rose,Contemporary,16,16,1998,26,26,20 to 50 Years,1,New,9,2007,9,5 to 10 Years
Neiman Marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,1,New,10,2007,100,5 to 10 Years
Post Card,Contemporary,16,3,1957,67,67,50 to 100 Years,1,New,11,2007,50,5 to 10 Years
Proenza Schouler,Premium,16,16,1997,27,27,20 to 50 Years,1,New,12,2007,10,5 to 10 Years
Ralph Lauren Collection,Luxury,16,2,1967,57,57,50 to 100 Years,1,New,13,2007,40,5 to 10 Years
Rich And Skinny,Contemporary,16,4,2006,18,18,10 to 20 Years,1,New,14,2007,1,5 to 10 Years
Vivienne Tam,Contemporary,16,1,1994,30,30,20 to 50 Years,1,New,15,2007,13,5 to 10 Years
Alberta Ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,1,New,1,2008,28,5 to 10 Years
Andrew Gn,Premium,17,8,1956,68,68,50 to 100 Years,1,New,2,2008,52,5 to 10 Years
Badgley Mischka,Contemporary,15,14,1988,36,36,20 to 50 Years,1,New,3,2008,20,5 to 10 Years
Black Halo,Contemporary,15,14,2002,22,22,20 to 50 Years,1,New,4,2008,6,5 to 10 Years
Christian Lacroix,Luxury,19,4,1987,37,37,20 to 50 Years,1,New,5,2008,21,5 to 10 Years
Diane Von Furstenberg,Contemporary,15,15,1972,52,52,50 to 100 Years,1,New,6,2008,36,5 to 10 Years
Donna Karan,Contemporary,15,9,1984,40,40,20 to 50 Years,1,New,7,2008,24,5 to 10 Years
Doo. Ri,Contemporary,15,1,2001,23,23,20 to 50 Years,1,New,8,2008,7,5 to 10 Years
Elizabeth And James,Contemporary,15,12,2007,17,17,10 to 20 Years,1,New,9,2008,1,5 to 10 Years
Issa London,Contemporary,15,4,2006,18,18,10 to 20 Years,1,New,10,2008,2,5 to 10 Years
Jay Godfrey,Contemporary,15,9,2006,18,18,10 to 20 Years,1,New,11,2008,2,5 to 10 Years
Johnny Was,Contemporary,15,15,1987,37,37,20 to 50 Years,1,New,12,2008,21,5 to 10 Years
Magaschoni,Contemporary,15,9,1989,35,35,20 to 50 Years,1,New,13,2008,19,5 to 10 Years
Nina Ricci,Luxury,15,12,1932,92,92,50 to 100 Years,1,New,14,2008,76,5 to 10 Years
Pedro Garcia,Contemporary,15,15,1925,99,99,50 to 100 Years,1,New,15,2008,83,5 to 10 Years
Philosophy Di Alberta Ferretti,Premium,18,7,2001,23,23,20 to 50 Years,1,New,16,2008,7,5 to 10 Years
Pringle Of Scotland,Premium,15,3,2012,12,12,10 to 20 Years,1,New,17,2008,-4,Over 200 Years
Rag & Bone,Contemporary,15,14,2002,22,22,20 to 50 Years,1,New,18,2008,6,5 to 10 Years
Rickie Freeman For Teri Jon,Contemporary,15,14,1979,45,45,20 to 50 Years,1,New,19,2008,29,5 to 10 Years
Sigerson Morrison,Contemporary,17,5,1991,33,33,20 to 50 Years,1,New,20,2008,17,5 to 10 Years
Thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,1,New,21,2008,4,5 to 10 Years
Vix,Contemporary,18,14,1998,26,26,20 to 50 Years,1,New,22,2008,10,5 to 10 Years
Xcvi,Contemporary,15,15,1996,28,28,20 to 50 Years,1,New,23,2008,12,5 to 10 Years
Current/Elliott,Contemporary,14,13,2008,16,16,10 to 20 Years,1,New,1,2009,1,5 to 10 Years
Halston,Contemporary,14,4,1962,62,62,50 to 100 Years,1,New,2,2009,47,5 to 10 Years
Hudson,Contemporary,14,14,2002,22,22,20 to 50 Years,1,New,3,2009,7,5 to 10 Years
Jil Sander,Premium,14,12,1998,26,26,20 to 50 Years,1,New,4,2009,11,5 to 10 Years
Judith Leiber,Premium,19,9,1963,61,178,50 to 100 Years,1,New,5,2009,46,5 to 10 Years
Marchesa,Premium,17,13,2005,19,19,10 to 20 Years,1,New,6,2009,4,5 to 10 Years
Melissa Odabash,Contemporary,14,6,1995,29,29,20 to 50 Years,1,New,7,2009,14,5 to 10 Years
Ports 1961,Contemporary,14,1,1961,63,63,50 to 100 Years,1,New,8,2009,48,5 to 10 Years
Red Valentino,Contemporary,14,8,2003,21,21,20 to 50 Years,1,New,9,2009,6,5 to 10 Years
Sergio Rossi,Premium,14,7,2008,16,16,10 to 20 Years,1,New,10,2009,1,5 to 10 Years
Adidas By Stella Mccartney,Contemporary,13,10,2005,19,19,10 to 20 Years,1,New,1,2010,5,5 to 10 Years
Brian Atwood,Premium,17,7,1951,73,73,50 to 100 Years,1,New,2,2010,59,5 to 10 Years
Brunello Cucinelli,Luxury,13,13,1978,46,46,20 to 50 Years,1,New,3,2010,32,5 to 10 Years
Erdem,Premium,13,13,1968,56,56,50 to 100 Years,1,New,4,2010,42,5 to 10 Years
Halston Heritage,Contemporary,13,10,2009,15,15,10 to 20 Years,1,New,5,2010,1,5 to 10 Years
Helmut Lang,Contemporary,13,13,1986,38,38,20 to 50 Years,1,New,6,2010,24,5 to 10 Years
Herve Leger,Contemporary,13,13,1985,39,39,20 to 50 Years,1,New,7,2010,25,5 to 10 Years
Isabella Fiore,Contemporary,19,6,1997,27,27,20 to 50 Years,1,New,8,2010,13,5 to 10 Years
Jack Rogers,Contemporary,13,8,1960,64,64,50 to 100 Years,1,New,9,2010,50,5 to 10 Years
Jason Wu,Premium,13,11,2003,21,21,20 to 50 Years,1,New,10,2010,7,5 to 10 Years
Liberty Of London,Premium,13,1,1999,25,25,20 to 50 Years,1,New,11,2010,11,5 to 10 Years
Mackage,Contemporary,13,7,1999,25,25,20 to 50 Years,1,New,12,2010,11,5 to 10 Years
Mcq By Alexander Mcqueen,Contemporary,13,1,2006,18,18,10 to 20 Years,1,New,13,2010,4,5 to 10 Years
Moncler,Luxury,13,13,1952,72,72,50 to 100 Years,1,New,14,2010,58,5 to 10 Years
Moschino,Luxury,18,6,1983,41,41,20 to 50 Years,1,New,15,2010,27,5 to 10 Years
Not Your Daughter'S Jeans,Contemporary,13,3,2003,21,21,20 to 50 Years,1,New,16,2010,7,5 to 10 Years
Parker,Contemporary,13,12,2008,16,16,10 to 20 Years,1,New,17,2010,2,5 to 10 Years
Pringle 1815,Contemporary,13,1,1815,209,209,Over 200 Years,1,New,18,2010,195,5 to 10 Years
Rachel Roy New York,Contemporary,13,1,2004,20,20,10 to 20 Years,1,New,19,2010,6,5 to 10 Years
Rebecca Minkoff,Contemporary,13,11,2005,19,19,10 to 20 Years,1,New,20,2010,5,5 to 10 Years
Rene Caovilla,Premium,18,15,2004,20,20,10 to 20 Years,1,New,21,2010,6,5 to 10 Years
Richard Chai,Contemporary,13,1,2004,20,20,10 to 20 Years,1,New,22,2010,6,5 to 10 Years
Rickie Freeman For Teri Jon,Contemporary,15,14,1979,45,45,20 to 50 Years,1,New,23,2010,31,5 to 10 Years
Tadashi Shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,1,New,24,2010,28,5 to 10 Years
Thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,1,New,25,2010,6,5 to 10 Years
Tibi,Contemporary,13,13,1997,27,27,20 to 50 Years,1,New,26,2010,13,5 to 10 Years
What Goes Around Comes Around,Luxury,13,3,1993,31,31,20 to 50 Years,1,New,27,2010,17,5 to 10 Years
Zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,1,New,28,2010,19,5 to 10 Years
Alexander Wang,Contemporary,12,10,2005,19,19,10 to 20 Years,1,New,1,2011,6,5 to 10 Years
Alexandre Birman,Premium,12,11,2008,16,16,10 to 20 Years,1,New,2,2011,3,5 to 10 Years
Badgley Mischka,Contemporary,15,14,1988,36,36,20 to 50 Years,1,New,3,2011,23,5 to 10 Years
Bailey 44,Contemporary,12,12,2006,18,18,10 to 20 Years,1,New,4,2011,5,5 to 10 Years
Balmain,Luxury,12,11,1945,79,79,50 to 100 Years,1,New,5,2011,66,5 to 10 Years
Bogner,Contemporary,16,9,1932,92,92,50 to 100 Years,1,New,6,2011,79,5 to 10 Years
Casadei,Premium,12,4,2009,15,15,10 to 20 Years,1,New,7,2011,2,5 to 10 Years
Charlotte Olympia,Premium,12,6,2009,15,15,10 to 20 Years,1,New,8,2011,2,5 to 10 Years
Cinzia Rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,1,New,9,2011,58,5 to 10 Years
Dsquared2,Contemporary,17,5,1995,29,29,20 to 50 Years,1,New,10,2011,16,5 to 10 Years
Elie Saab,Contemporary,12,9,1982,42,42,20 to 50 Years,1,New,11,2011,29,5 to 10 Years
Equipment,Contemporary,12,12,1976,48,48,20 to 50 Years,1,New,12,2011,35,5 to 10 Years
Giambattista Valli,Luxury,12,7,2005,19,19,10 to 20 Years,1,New,13,2011,6,5 to 10 Years
Hunter Boot,Contemporary,12,6,1856,168,168,100 to 200 Years,1,New,14,2011,155,5 to 10 Years
Issa London,Contemporary,15,4,2006,18,18,10 to 20 Years,1,New,15,2011,5,5 to 10 Years
J. Mendel,Luxury,12,6,1870,154,154,100 to 200 Years,1,New,16,2011,141,5 to 10 Years
Kotur,Contemporary,12,5,2004,20,20,10 to 20 Years,1,New,17,2011,7,5 to 10 Years
Lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,1,New,18,2011,122,5 to 10 Years
Maison Martin Margiela,Luxury,12,4,1988,36,36,20 to 50 Years,1,New,19,2011,23,5 to 10 Years
Marchesa Couture,Luxury,12,2,2004,20,20,10 to 20 Years,1,New,20,2011,7,5 to 10 Years
Mary Katrantzou,Premium,12,7,1988,36,36,20 to 50 Years,1,New,21,2011,23,5 to 10 Years
Mcq Alexander Mcqueen,Contemporary,12,10,2005,19,19,10 to 20 Years,1,New,22,2011,6,5 to 10 Years
Michael Michael Kors,Contemporary,12,12,2004,20,20,10 to 20 Years,1,New,23,2011,7,5 to 10 Years
Ml Monique Lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,1,New,24,2011,15,5 to 10 Years
Monique Lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,1,New,25,2011,15,5 to 10 Years
Moschino Cheap & Chic,Contemporary,19,7,1988,36,36,20 to 50 Years,1,New,26,2011,23,5 to 10 Years
Mother Denim,Contemporary,12,4,2010,14,14,10 to 20 Years,1,New,27,2011,1,5 to 10 Years
Mugler,Premium,12,4,1958,66,66,50 to 100 Years,1,New,28,2011,53,5 to 10 Years
Naeem Khan,Premium,12,11,2008,16,16,10 to 20 Years,1,New,29,2011,3,5 to 10 Years
Nicholas Kirkwood,Contemporary,12,5,2005,19,19,10 to 20 Years,1,New,30,2011,6,5 to 10 Years
Pamella Roland,Contemporary,12,12,2002,22,22,20 to 50 Years,1,New,31,2011,9,5 to 10 Years
Pringle Of Scotland,Premium,15,3,2012,12,12,10 to 20 Years,1,New,32,2011,-1,Over 200 Years
Rachel Zoe,Contemporary,12,9,2011,13,13,10 to 20 Years,1,New,33,2011,0,5 to 10 Years
Rag & Bone,Contemporary,15,14,2002,22,22,20 to 50 Years,1,New,34,2011,9,5 to 10 Years
Rag & Bone/Jean,Contemporary,12,6,2002,22,22,20 to 50 Years,1,New,35,2011,9,5 to 10 Years
Rick Owens,Premium,12,5,2014,10,10,5 to 10 Years,1,New,36,2011,-3,Over 200 Years
Rochas,Premium,12,2,2003,21,21,20 to 50 Years,1,New,37,2011,8,5 to 10 Years
Roland Mouret,Premium,12,12,1981,43,43,20 to 50 Years,1,New,38,2011,30,5 to 10 Years
Smythe,Contemporary,12,11,2004,20,20,10 to 20 Years,1,New,39,2011,7,5 to 10 Years
Sofia Cashmere,Premium,12,8,1984,40,40,20 to 50 Years,1,New,40,2011,27,5 to 10 Years
T By Alexander Wang,Contemporary,12,8,2009,15,15,10 to 20 Years,1,New,41,2011,2,5 to 10 Years
Thakoon Addition,Contemporary,12,5,2012,12,12,10 to 20 Years,1,New,42,2011,-1,Over 200 Years
Theia,Contemporary,12,12,2009,15,15,10 to 20 Years,1,New,43,2011,2,5 to 10 Years
Theyskens' Theory,Contemporary,12,4,1997,27,27,20 to 50 Years,1,New,44,2011,14,5 to 10 Years
Tracy Reese,Contemporary,18,10,1998,26,26,20 to 50 Years,1,New,45,2011,13,5 to 10 Years
Tse Cashmere,Contemporary,19,5,1989,35,35,20 to 50 Years,1,New,46,2011,22,5 to 10 Years
10 Crosby Derek Lam,Contemporary,11,3,2011,13,13,10 to 20 Years,1,New,1,2012,1,5 to 10 Years
Agnona,Contemporary,17,9,1953,71,71,50 to 100 Years,1,New,2,2012,59,5 to 10 Years
Alberta Ferretti,Luxury,19,8,1980,44,44,20 to 50 Years,1,New,3,2012,32,5 to 10 Years
Altuzarra,Premium,11,11,1994,30,30,20 to 50 Years,1,New,4,2012,18,5 to 10 Years
Amanda Uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,1,New,5,2012,9,5 to 10 Years
Balenciaga,Luxury,11,11,1917,107,107,100 to 200 Years,1,New,6,2012,95,5 to 10 Years
Black Halo,Contemporary,15,14,2002,22,22,20 to 50 Years,1,New,7,2012,10,5 to 10 Years
Camilla,Contemporary,11,10,2004,20,20,10 to 20 Years,1,New,8,2012,8,5 to 10 Years
Elizabeth & James,Contemporary,11,1,2007,17,17,10 to 20 Years,1,New,9,2012,5,5 to 10 Years
Fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,1,New,10,2012,58,5 to 10 Years
Jack Rogers,Contemporary,13,8,1960,64,64,50 to 100 Years,1,New,11,2012,52,5 to 10 Years
Longchamp,Contemporary,11,10,1948,76,76,50 to 100 Years,1,New,12,2012,64,5 to 10 Years
Mara Hoffman,Contemporary,11,11,2000,24,24,20 to 50 Years,1,New,13,2012,12,5 to 10 Years
Norma Kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,1,New,14,2012,45,5 to 10 Years
Paige Denim,Contemporary,11,5,2004,20,20,10 to 20 Years,1,New,15,2012,8,5 to 10 Years
Ramy Brook,Contemporary,11,11,2010,14,14,10 to 20 Years,1,New,16,2012,2,5 to 10 Years
Rebecca Minkoff,Contemporary,13,11,2005,19,19,10 to 20 Years,1,New,17,2012,7,5 to 10 Years
Reed Krakoff,Contemporary,11,3,2010,14,14,10 to 20 Years,1,New,18,2012,2,5 to 10 Years
Rich And Skinny,Contemporary,16,4,2006,18,18,10 to 20 Years,1,New,19,2012,6,5 to 10 Years
Splits59,Contemporary,11,1,2008,16,16,10 to 20 Years,1,New,20,2012,4,5 to 10 Years
Tabitha Simmons,Premium,11,6,1986,38,38,20 to 50 Years,1,New,21,2012,26,5 to 10 Years
Vix,Contemporary,18,14,1998,26,26,20 to 50 Years,1,New,22,2012,14,5 to 10 Years
Xirena,Contemporary,11,8,2011,13,13,10 to 20 Years,1,New,23,2012,1,5 to 10 Years
Yigal Azrouel,Contemporary,19,3,1998,26,26,20 to 50 Years,1,New,24,2012,14,5 to 10 Years
Zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,1,New,25,2012,21,5 to 10 Years
Acne,Contemporary,10,1,1996,28,28,20 to 50 Years,1,New,1,2013,17,5 to 10 Years
Adam Lippes,Contemporary,10,7,2004,20,20,10 to 20 Years,1,New,2,2013,9,5 to 10 Years
Alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,1,New,3,2013,5,5 to 10 Years
Aquazzura,Premium,10,10,2006,18,18,10 to 20 Years,1,New,4,2013,7,5 to 10 Years
Belstaff,Contemporary,10,5,1924,100,100,50 to 100 Years,1,New,5,2013,89,5 to 10 Years
Burberry Brit,Premium,10,2,2007,17,17,10 to 20 Years,1,New,6,2013,6,5 to 10 Years
Faith Connexion,Contemporary,10,2,2004,20,20,10 to 20 Years,1,New,7,2013,9,5 to 10 Years
Gianvito Rossi,Premium,10,10,1963,61,61,50 to 100 Years,1,New,8,2013,50,5 to 10 Years
J Brand,Contemporary,10,9,2004,20,20,10 to 20 Years,1,New,9,2013,9,5 to 10 Years
Joe'S Jeans,Contemporary,10,10,2001,23,23,20 to 50 Years,1,New,10,2013,12,5 to 10 Years
L'Agence,Contemporary,10,8,2008,16,16,10 to 20 Years,1,New,11,2013,5,5 to 10 Years
Marchesa,Premium,17,13,2005,19,19,10 to 20 Years,1,New,12,2013,8,5 to 10 Years
Marni,Premium,10,10,2011,13,13,10 to 20 Years,1,New,13,2013,2,5 to 10 Years
Paul Andrew,Premium,10,3,2009,15,15,10 to 20 Years,1,New,14,2013,4,5 to 10 Years
Rafe,Contemporary,18,10,1997,27,27,20 to 50 Years,1,New,15,2013,16,5 to 10 Years
Saint Laurent,Luxury,10,10,2012,12,12,10 to 20 Years,1,New,16,2013,1,5 to 10 Years
Sophia Webster,Contemporary,10,10,2012,12,12,10 to 20 Years,1,New,17,2013,1,5 to 10 Years
Sophie Hulme,Contemporary,10,5,2007,17,17,10 to 20 Years,1,New,18,2013,6,5 to 10 Years
Talbot Runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,1,New,19,2013,21,5 to 10 Years
The Row,Luxury,10,10,2006,18,18,10 to 20 Years,1,New,20,2013,7,5 to 10 Years
Tom Ford,Luxury,10,10,2005,19,19,10 to 20 Years,1,New,21,2013,8,5 to 10 Years
Versace Collection,Contemporary,10,3,1989,35,35,20 to 50 Years,1,New,22,2013,24,5 to 10 Years
Zac Zac Posen,Contemporary,10,7,2013,11,11,10 to 20 Years,1,New,23,2013,0,5 to 10 Years
A.L.C.,Contemporary,9,9,2009,15,15,10 to 20 Years,1,New,1,2014,5,5 to 10 Years
Acne Studios,Contemporary,9,5,1996,28,28,20 to 50 Years,1,New,2,2014,18,5 to 10 Years
Aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,1,New,3,2014,20,5 to 10 Years
Balmain,Luxury,12,11,1945,79,79,50 to 100 Years,1,New,4,2014,69,5 to 10 Years
Camilla,Contemporary,11,10,2004,20,20,10 to 20 Years,1,New,5,2014,10,5 to 10 Years
Canada Goose,Contemporary,9,9,1957,67,67,50 to 100 Years,1,New,6,2014,57,5 to 10 Years
Christian Siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,1,New,7,2014,6,5 to 10 Years
Costume National,Contemporary,9,2,1986,38,38,20 to 50 Years,1,New,8,2014,28,5 to 10 Years
Cushnie Et Ochs,Contemporary,9,5,2008,16,16,10 to 20 Years,1,New,9,2014,6,5 to 10 Years
Elyse Walker,Contemporary,9,1,1999,25,25,20 to 50 Years,1,New,10,2014,15,5 to 10 Years
Fausto Puglisi,Contemporary,9,2,2010,14,14,10 to 20 Years,1,New,11,2014,4,5 to 10 Years
For Love & Lemons,Contemporary,9,3,2011,13,13,10 to 20 Years,1,New,12,2014,3,5 to 10 Years
Frame,Contemporary,9,8,2012,12,12,10 to 20 Years,1,New,13,2014,2,5 to 10 Years
Givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,1,New,14,2014,62,5 to 10 Years
Iro,Contemporary,9,9,2004,20,20,10 to 20 Years,1,New,15,2014,10,5 to 10 Years
Jenny Packham,Contemporary,9,9,1988,36,36,20 to 50 Years,1,New,16,2014,26,5 to 10 Years
Jonathan Simkhai,Contemporary,9,9,2010,14,14,10 to 20 Years,1,New,17,2014,4,5 to 10 Years
Kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,1,New,18,2014,44,5 to 10 Years
L'Wren Scott,Contemporary,9,1,2006,18,18,10 to 20 Years,1,New,19,2014,8,5 to 10 Years
Loewe,Premium,9,9,1996,28,28,20 to 50 Years,1,New,20,2014,18,5 to 10 Years
No. 21,Contemporary,9,5,2010,14,14,10 to 20 Years,1,New,21,2014,4,5 to 10 Years
Opening Ceremony,Contemporary,9,6,2002,22,22,20 to 50 Years,1,New,22,2014,12,5 to 10 Years
Rachel Gilbert,Contemporary,9,5,2007,17,17,10 to 20 Years,1,New,23,2014,7,5 to 10 Years
Ralph Rucci,Luxury,9,1,1994,30,30,20 to 50 Years,1,New,24,2014,20,5 to 10 Years
Tamara Mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,1,New,25,2014,-2,Over 200 Years
Ted Baker London,Contemporary,9,5,1988,36,36,20 to 50 Years,1,New,26,2014,26,5 to 10 Years
Thakoon Addition,Contemporary,12,5,2012,12,12,10 to 20 Years,1,New,27,2014,2,5 to 10 Years
Veronica Beard,Contemporary,9,9,2010,14,14,10 to 20 Years,1,New,28,2014,4,5 to 10 Years
Zimmermann,Contemporary,13,11,1991,33,33,20 to 50 Years,1,New,29,2014,23,5 to 10 Years
Amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,1,New,1,2015,30,5 to 10 Years
Anya Hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,1,New,2,2015,28,5 to 10 Years
Bogner,Contemporary,16,9,1932,92,92,50 to 100 Years,1,New,3,2015,83,5 to 10 Years
Boyy,Contemporary,8,1,2006,18,18,10 to 20 Years,1,New,4,2015,9,5 to 10 Years
Derek Lam 10 Crosby,Contemporary,8,8,2011,13,13,10 to 20 Years,1,New,5,2015,4,5 to 10 Years
Francesco Russo,Contemporary,8,1,2013,11,11,10 to 20 Years,1,New,6,2015,2,5 to 10 Years
Fuzzi,Contemporary,11,10,1954,70,70,50 to 100 Years,1,New,7,2015,61,5 to 10 Years
Jack Rogers,Contemporary,13,8,1960,64,64,50 to 100 Years,1,New,8,2015,55,5 to 10 Years
Jovani,Contemporary,8,8,1983,41,41,20 to 50 Years,1,New,9,2015,32,5 to 10 Years
La Petite Robe Di Chiara Boni,Contemporary,8,2,2007,17,17,10 to 20 Years,1,New,10,2015,8,5 to 10 Years
Lamarque,Contemporary,8,6,2011,13,13,10 to 20 Years,1,New,11,2015,4,5 to 10 Years
Loveshackfancy,Contemporary,8,8,2013,11,11,10 to 20 Years,1,New,12,2015,2,5 to 10 Years
Maison Margiela,Premium,8,7,2015,9,9,5 to 10 Years,1,New,13,2015,0,5 to 10 Years
Marchesa Notte,Contemporary,8,8,2004,20,20,10 to 20 Years,1,New,14,2015,11,5 to 10 Years
Marco De Vincenzo,Contemporary,8,1,2009,15,15,10 to 20 Years,1,New,15,2015,6,5 to 10 Years
Mcm,Contemporary,8,6,1976,48,48,20 to 50 Years,1,New,16,2015,39,5 to 10 Years
Moschino,Luxury,18,6,1983,41,41,20 to 50 Years,1,New,17,2015,32,5 to 10 Years
Mother Of Pearl,Contemporary,8,2,2002,22,22,20 to 50 Years,1,New,18,2015,13,5 to 10 Years
Mugler,Premium,12,4,1958,66,66,50 to 100 Years,1,New,19,2015,57,5 to 10 Years
Nicholas,Contemporary,8,3,2003,21,21,20 to 50 Years,1,New,20,2015,12,5 to 10 Years
Pierre Hardy,Premium,8,1,2013,11,11,10 to 20 Years,1,New,21,2015,2,5 to 10 Years
Prabal Gurung,Premium,8,3,1937,87,87,50 to 100 Years,1,New,22,2015,78,5 to 10 Years
Roger Vivier,Luxury,8,8,1937,87,87,50 to 100 Years,1,New,23,2015,78,5 to 10 Years
Ronny Kobo,Contemporary,8,2,2009,15,15,10 to 20 Years,1,New,24,2015,6,5 to 10 Years
Sass & Bide,Contemporary,8,1,1999,25,25,20 to 50 Years,1,New,25,2015,16,5 to 10 Years
Self Portrait,Contemporary,8,6,2013,11,11,10 to 20 Years,1,New,26,2015,2,5 to 10 Years
Sjp By Sarah Jessica Parker,Contemporary,8,8,2014,10,10,5 to 10 Years,1,New,27,2015,1,5 to 10 Years
